city,city_ascii,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,id
Erie,Erie,PA,Pennsylvania,Erie,42.1168,-80.0733,184484.0,1926,America/New_York,2,1840000478
Vancouver,Vancouver,WA,Washington,Clark,45.6366,-122.5967,184463,1461,America/Los_Angeles,2,1840021189
Nampa,Nampa,ID,Idaho,Canyon,43.5845,-116.5631,184428.0,1167,America/Boise,2,1840020041
Spartanburg,Spartanburg,SC,South Carolina,Spartanburg,34.9437,-81.9257,182701.0,730,America/New_York,2,1840015482
Gastonia,Gastonia,NC,North Carolina,Gaston,35.2494,-81.1853,182581.0,577,America/New_York,2,1840013468
Fort Lauderdale,Fort Lauderdale,FL,Florida,Broward,26.1412,-80.1464,182437,2036,America/New_York,2,1840014236
Lorain,Lorain,OH,Ohio,Lorain,41.4409,-82.1840,180279.0,1041,America/New_York,2,1840000644
Murfreesboro,Murfreesboro,TN,Tennessee,Rutherford,35.8492,-86.4119,179951.0,919,America/Chicago,2,1840014495
High Point,High Point,NC,North Carolina,Guilford,35.9907,-79.9938,179913.0,777,America/New_York,2,1840014479
Newport News,Newport News,VA,Virginia,Newport News,37.1051,-76.5185,179225,1002,America/New_York,2,1840003862
Rancho Cucamonga,Rancho Cucamonga,CA,California,San Bernardino,34.1248,-117.5666,177603,1709,America/Los_Angeles,2,1840020411
Hemet,Hemet,CA,California,Riverside,33.7341,-116.9969,177253.0,1125,America/Los_Angeles,2,1840020550
Santa Cruz,Santa Cruz,CA,California,Santa Cruz,36.9789,-122.0346,176428.0,1957,America/Los_Angeles,2,1840021579
Danbury,Danbury,CT,Connecticut,Fairfield,41.4016,-73.4710,176030.0,779,America/New_York,2,1840004837
Peoria,Peoria,AZ,Arizona,Maricopa,33.7844,-112.2989,175961,386,America/Phoenix,2,1840020567
Oceanside,Oceanside,CA,California,San Diego,33.2247,-117.3083,175742,1644,America/Los_Angeles,2,1840020623
Elk Grove,Elk Grove,CA,California,Sacramento,38.4160,-121.3842,174775,1605,America/Los_Angeles,2,1840020245
Pembroke Pines,Pembroke Pines,FL,Florida,Broward,26.0128,-80.3382,173591,2051,America/New_York,2,1840015141
Vallejo,Vallejo,CA,California,Solano,38.1133,-122.2358,173256.0,1524,America/Los_Angeles,2,1840021499
Garden Grove,Garden Grove,CA,California,Orange,33.7787,-117.9601,171644,3690,America/Los_Angeles,2,1840020577
Medford,Medford,OR,Oregon,Jackson,42.3372,-122.8537,170876.0,1243,America/Los_Angeles,2,1840020076
Cary,Cary,NC,North Carolina,Wake,35.7820,-78.8191,170282,1119,America/New_York,2,1840016196
Marysville,Marysville,WA,Washington,Snohomish,48.0809,-122.1561,170009.0,1308,America/Los_Angeles,2,1840019789
Corona,Corona,CA,California,Riverside,33.8616,-117.5649,169868,1640,America/Los_Angeles,2,1840019305
Ocala,Ocala,FL,Florida,Marion,29.1780,-82.1511,169383.0,496,America/New_York,2,1840015067
Fredericksburg,Fredericksburg,VA,Virginia,Fredericksburg,38.2992,-77.4872,168909.0,1072,America/New_York,2,1840003845
Gainesville,Gainesville,GA,Georgia,Hall,34.2903,-83.8301,167371.0,506,America/New_York,2,1840013612
Bayamón,Bayamon,PR,Puerto Rico,Bayamón,18.3793,-66.1635,165383,2366,America/Puerto_Rico,2,1630035622
Enterprise,Enterprise,NV,Nevada,Clark,36.0164,-115.2208,164314,1240,America/Los_Angeles,2,1840033827
Manchester,Manchester,NH,New Hampshire,Hillsborough,42.9848,-71.4447,162877.0,1315,America/New_York,2,1840002983
Champaign,Champaign,IL,Illinois,Champaign,40.1144,-88.2735,159443.0,1503,America/Chicago,2,1840007239
Alexandria,Alexandria,VA,Virginia,Alexandria,38.8185,-77.0861,159428,4121,America/New_York,2,1840003837
Hayward,Hayward,CA,California,Alameda,37.6328,-122.0772,159203,1349,America/Los_Angeles,2,1840020293
Springfield,Springfield,IL,Illinois,Sangamon,39.7710,-89.6538,158509.0,723,America/Chicago,2,1840009517
Lakewood,Lakewood,CO,Colorado,Jefferson,39.6977,-105.1168,157935,1416,America/Denver,2,1840020198
Lafayette,Lafayette,IN,Indiana,Tippecanoe,40.3990,-86.8594,157820.0,942,America/Indiana/Indianapolis,2,1840008354
Frederick,Frederick,MD,Maryland,Frederick,39.4336,-77.4141,156787.0,1172,America/New_York,2,1840005710
Lake Charles,Lake Charles,LA,Louisiana,Calcasieu,30.2012,-93.2122,156181.0,674,America/Chicago,2,1840015039
Odessa,Odessa,TX,Texas,Ector,31.8831,-102.3406,155998.0,1052,America/Chicago,2,1840020794
Tuscaloosa,Tuscaloosa,AL,Alabama,Tuscaloosa,33.2348,-87.5267,155499.0,631,America/Chicago,2,1840005563
Warner Robins,Warner Robins,GA,Georgia,Houston,32.5970,-83.6529,155140.0,805,America/New_York,2,1840015800
Palmdale,Palmdale,CA,California,Los Angeles,34.5944,-118.1057,155079,564,America/Los_Angeles,2,1840020502
Hollywood,Hollywood,FL,Florida,Broward,26.0294,-80.1679,154817,2192,America/New_York,2,1840015144
Midland,Midland,TX,Texas,Midland,32.0249,-102.1137,154793.0,758,America/Chicago,2,1840020792
Leesburg,Leesburg,FL,Florida,Lake,28.7657,-81.8996,154574.0,249,America/New_York,2,1840015083
Port Arthur,Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264,154468.0,272,America/Chicago,2,1840020919
Muskegon,Muskegon,MI,Michigan,Muskegon,43.2281,-86.2563,153565.0,998,America/Detroit,2,1840002870
Macon,Macon,GA,Georgia,Bibb,32.8065,-83.6974,153159,237,America/New_York,2,1840043455
Kansas City,Kansas City,KS,Kansas,Wyandotte,39.1234,-94.7443,152960,473,America/Chicago,2,1840001626
Sunnyvale,Sunnyvale,CA,California,Santa Clara,37.3836,-122.0256,152703,2676,America/Los_Angeles,2,1840021573
Pomona,Pomona,CA,California,Los Angeles,34.0585,-117.7626,151691,2548,America/Los_Angeles,2,1840020507
Escondido,Escondido,CA,California,San Diego,33.1347,-117.0722,151625,1568,America/Los_Angeles,2,1840020620
Pasadena,Pasadena,TX,Texas,Harris,29.6583,-95.1499,151227,1339,America/Chicago,2,1840020930
New Bedford,New Bedford,MA,Massachusetts,Bristol,41.6697,-70.9428,149910.0,1840,America/New_York,2,1840003219
Fairfield,Fairfield,CA,California,Solano,38.2592,-122.0324,148683.0,1097,America/Los_Angeles,2,1840020253
Naperville,Naperville,IL,Illinois,DuPage,41.7483,-88.1657,148449,1476,America/Chicago,2,1840008143
Bellevue,Bellevue,WA,Washington,King,47.5951,-122.1535,148164,1709,America/Los_Angeles,2,1840018417
Binghamton,Binghamton,NY,New York,Broome,42.1014,-75.9093,148145.0,1635,America/New_York,2,1840000460
Elkhart,Elkhart,IN,Indiana,Elkhart,41.6916,-85.9628,147567.0,734,America/Indiana/Indianapolis,2,1840008187
Topeka,Topeka,KS,Kansas,Shawnee,39.0346,-95.6955,147458.0,787,America/Chicago,2,1840001621
Joliet,Joliet,IL,Illinois,Will,41.5189,-88.1499,147344,886,America/Chicago,2,1840008192
Beaumont,Beaumont,TX,Texas,Jefferson,30.0849,-94.1451,146091.0,547,America/Chicago,2,1840019612
Paterson,Paterson,NJ,New Jersey,Passaic,40.9147,-74.1624,145233,6665,America/New_York,2,1840000838
Merced,Merced,CA,California,Merced,37.3057,-120.4778,145149.0,1390,America/Los_Angeles,2,1840020313
Pueblo,Pueblo,CO,Colorado,Pueblo,38.2705,-104.6112,143932.0,789,America/Denver,2,1840020255
Tyler,Tyler,TX,Texas,Smith,32.3184,-95.3062,143796.0,718,America/Chicago,2,1840022076
Torrance,Torrance,CA,California,Los Angeles,33.8346,-118.3417,143592,2701,America/Los_Angeles,2,1840021873
Metairie,Metairie,LA,Louisiana,Jefferson,29.9977,-90.1780,143481,2381,America/Chicago,2,1840041724
Yuma,Yuma,AZ,Arizona,Yuma,32.5992,-114.5488,142847.0,313,America/Phoenix,2,1840021998
Surprise,Surprise,AZ,Arizona,Maricopa,33.6800,-112.4524,141664,506,America/Phoenix,2,1840021941
Columbia,Columbia,MO,Missouri,Boone,38.9478,-92.3256,141645.0,725,America/Chicago,2,1840007391
Athens,Athens,GA,Georgia,Clarke,33.9508,-83.3689,141532.0,421,America/New_York,2,1840029463
Roseville,Roseville,CA,California,Placer,38.7703,-121.3196,141500,1239,America/Los_Angeles,2,1840020233
Thornton,Thornton,CO,Colorado,Adams,39.9197,-104.9438,141464,1521,America/Denver,2,1840021422
Miramar,Miramar,FL,Florida,Broward,25.9773,-80.3351,141191,1889,America/New_York,2,1840015137
Pasadena,Pasadena,CA,California,Los Angeles,34.1597,-118.1390,141029,2371,America/Los_Angeles,2,1840020505
Mesquite,Mesquite,TX,Texas,Dallas,32.7623,-96.5889,140937,1151,America/Chicago,2,1840020713
Santa Maria,Santa Maria,CA,California,Santa Barbara,34.9334,-120.4432,140545.0,1815,America/Los_Angeles,2,1840021830
Olathe,Olathe,KS,Kansas,Johnson,38.8832,-94.8198,140545,880,America/Chicago,2,1840003833
Houma,Houma,LA,Louisiana,Terrebonne,29.5799,-90.7058,140469.0,874,America/Chicago,2,1840015063
Carolina,Carolina,PR,Puerto Rico,Carolina,18.4054,-65.9792,140072,2611,America/Puerto_Rico,2,1630035637
Carrollton,Carrollton,TX,Texas,Dallas,32.9890,-96.8999,139248,1466,America/Chicago,2,1840019436
Grand Junction,Grand Junction,CO,Colorado,Mesa,39.0876,-108.5673,139143.0,621,America/Denver,2,1840020230
Charleston,Charleston,WV,West Virginia,Kanawha,38.3484,-81.6323,138706.0,570,America/New_York,2,1840006196
Orange,Orange,CA,California,Orange,33.8038,-117.8218,138669,2086,America/Los_Angeles,2,1840020582
Fullerton,Fullerton,CA,California,Orange,33.8841,-117.9279,138632,2386,America/Los_Angeles,2,1840020576
Greeley,Greeley,CO,Colorado,Weld,40.4151,-104.7706,137810.0,858,America/Denver,2,1840020149
Las Cruces,Las Cruces,NM,New Mexico,Doña Ana,32.3265,-106.7892,136254.0,519,America/Denver,2,1840020683
Panama City,Panama City,FL,Florida,Bay,30.1995,-85.6004,136133.0,382,America/Chicago,2,1840015034
Harlingen,Harlingen,TX,Texas,Cameron,26.1917,-97.6976,136037.0,626,America/Chicago,2,1840021036
West Valley City,West Valley City,UT,Utah,Salt Lake,40.6889,-112.0115,135248,1472,America/Denver,2,1840021389
Hampton,Hampton,VA,Virginia,Hampton,37.0551,-76.3630,134510,1009,America/New_York,2,1840003866
Warren,Warren,MI,Michigan,Macomb,42.4934,-83.0270,133943,1505,America/Detroit,2,1840002418
Mauldin,Mauldin,SC,South Carolina,Greenville,34.7849,-82.3005,133872.0,899,America/New_York,2,1840015476
Bloomington,Bloomington,IL,Illinois,McLean,40.4757,-88.9703,133846.0,1100,America/Chicago,2,1840007207
Coral Springs,Coral Springs,FL,Florida,Broward,26.2702,-80.2591,133759,2258,America/New_York,2,1840015134
Round Rock,Round Rock,TX,Texas,Williamson,30.5254,-97.6660,133372,1421,America/Chicago,2,1840020879
Yakima,Yakima,WA,Washington,Yakima,46.5923,-120.5496,133191.0,1300,America/Los_Angeles,2,1840021154
Sterling Heights,Sterling Heights,MI,Michigan,Macomb,42.5809,-83.0305,132438,1403,America/Detroit,2,1840003094
Kent,Kent,WA,Washington,King,47.3887,-122.2129,132319,1513,America/Los_Angeles,2,1840018424
Burlington,Burlington,NC,North Carolina,Alamance,36.0758,-79.4686,131043.0,707,America/New_York,2,1840013362
Bellingham,Bellingham,WA,Washington,Whatcom,48.7543,-122.4687,130641.0,1287,America/Los_Angeles,2,1840018346
Santa Clara,Santa Clara,CA,California,Santa Clara,37.3645,-121.9680,130365,2761,America/Los_Angeles,2,1840021571
Racine,Racine,WI,Wisconsin,Racine,42.7274,-87.8135,130142.0,1915,America/Chicago,2,1840002493
Greenville,Greenville,NC,North Carolina,Pitt,35.5956,-77.3768,130118.0,1012,America/New_York,2,1840013407
Stamford,Stamford,CT,Connecticut,Fairfield,41.1035,-73.5583,129638,1330,America/New_York,2,1840004841
Elizabeth,Elizabeth,NJ,New Jersey,Union,40.6657,-74.1912,129216,4049,America/New_York,2,1840003613
Johnson City,Johnson City,TN,Tennessee,Washington,36.3406,-82.3803,127571.0,599,America/New_York,2,1840014462
Lynchburg,Lynchburg,VA,Virginia,Lynchburg,37.4003,-79.1909,126814.0,647,America/New_York,2,1840003855
Simi Valley,Simi Valley,CA,California,Ventura,34.2663,-118.7490,126589.0,1167,America/Los_Angeles,2,1840021843
Fort Smith,Fort Smith,AR,Arkansas,Sebastian,35.3493,-94.3695,125354.0,536,America/Chicago,2,1840013456
Kenosha,Kenosha,WI,Wisconsin,Kenosha,42.5864,-87.8765,124972.0,1378,America/Chicago,2,1840003160
South Lyon,South Lyon,MI,Michigan,Oakland,42.4614,-83.6526,124694.0,1219,America/Detroit,2,1840002432
Boulder,Boulder,CO,Colorado,Boulder,40.0249,-105.2523,124345.0,1551,America/Denver,2,1840018774
Pearland,Pearland,TX,Texas,Brazoria,29.5585,-95.3215,122460,981,America/Chicago,2,1840020979
Berkeley,Berkeley,CA,California,Alameda,37.8723,-122.2760,121363,4473,America/Los_Angeles,2,1840018914
Richardson,Richardson,TX,Texas,Dallas,32.9717,-96.7093,121323,1639,America/Chicago,2,1840020710
Redding,Redding,CA,California,Shasta,40.5698,-122.3650,121313.0,599,America/Los_Angeles,2,1840020141
Arvada,Arvada,CO,Colorado,Jefferson,39.8321,-105.1511,121272,1207,America/Denver,2,1840018788
St. George,St. George,UT,Utah,Washington,37.0770,-113.5770,120899.0,449,America/Denver,2,1840021559
Billings,Billings,MT,Montana,Yellowstone,45.7891,-108.5524,120728.0,948,America/Denver,2,1840018496
Yuba City,Yuba City,CA,California,Sutter,39.1357,-121.6381,120456.0,1736,America/Los_Angeles,2,1840021463
Rochester,Rochester,MN,Minnesota,Olmsted,44.0151,-92.4778,119942.0,831,America/Chicago,2,1840008987
East Los Angeles,East Los Angeles,CA,California,Los Angeles,34.0326,-118.1691,119827,6212,America/Los_Angeles,2,1840019206
Leominster,Leominster,MA,Massachusetts,Worcester,42.5209,-71.7717,119690.0,558,America/New_York,2,1840000437
Kingsport,Kingsport,TN,Tennessee,Sullivan,36.5224,-82.5453,119666.0,397,America/New_York,2,1840014425
Duluth,Duluth,MN,Minnesota,St. Louis,46.7756,-92.1392,119476.0,461,America/Chicago,2,1840007685
Lehigh Acres,Lehigh Acres,FL,Florida,Lee,26.6120,-81.6388,119205,496,America/New_York,2,1840014220
Rock Hill,Rock Hill,SC,South Carolina,York,34.9416,-81.0244,119105.0,750,America/New_York,2,1840014618
Gilroy,Gilroy,CA,California,Santa Clara,37.0047,-121.5855,118993.0,1378,America/Los_Angeles,2,1840020327
Cambridge,Cambridge,MA,Massachusetts,Middlesex,42.3759,-71.1185,118927,7182,America/New_York,2,1840000429
Sugar Land,Sugar Land,TX,Texas,Fort Bend,29.5935,-95.6357,118488,1130,America/Chicago,2,1840022217
Texas City,Texas City,TX,Texas,Galveston,29.4128,-94.9658,118169.0,300,America/Chicago,2,1840022234
Iowa City,Iowa City,IA,Iowa,Johnson,41.6559,-91.5303,118041.0,1133,America/Chicago,2,1840000532
Saginaw,Saginaw,MI,Michigan,Saginaw,43.4199,-83.9501,117958.0,1087,America/Detroit,2,1840002813
Chico,Chico,CA,California,Butte,39.7575,-121.8152,117668.0,1191,America/Los_Angeles,2,1840018778
Dover,Dover,DE,Delaware,Kent,39.1610,-75.5203,117282.0,622,America/New_York,2,1840005810
Norman,Norman,OK,Oklahoma,Cleveland,35.2335,-97.3471,116973.0,269,America/Chicago,2,1840020451
Clearwater,Clearwater,FL,Florida,Pinellas,27.9789,-82.7622,116946,1731,America/New_York,2,1840015110
Coeur d'Alene,Coeur d'Alene,ID,Idaho,Kootenai,47.7041,-116.7935,116834.0,1260,America/Los_Angeles,2,1840018402
Ponce,Ponce,PR,Puerto Rico,Ponce,18.0120,-66.6198,116796,1469,America/Puerto_Rico,2,1630023669
Seaside,Seaside,CA,California,Monterey,36.6224,-121.8191,116720.0,1410,America/Los_Angeles,2,1840021634
Independence,Independence,MO,Missouri,Jackson,39.0871,-94.3501,116672,577,America/Chicago,2,1840008534
West Jordan,West Jordan,UT,Utah,Salt Lake,40.6024,-112.0008,116480,1391,America/Denver,2,1840021388
Abilene,Abilene,TX,Texas,Taylor,32.4543,-99.7384,116412.0,446,America/Chicago,2,1840019476
Bloomington,Bloomington,IN,Indiana,Monroe,39.1637,-86.5257,115884.0,1424,America/Indiana/Indianapolis,2,1840007376
El Monte,El Monte,CA,California,Los Angeles,34.0739,-118.0291,115487,4663,America/Los_Angeles,2,1840020480
Carlsbad,Carlsbad,CA,California,San Diego,33.1247,-117.2837,115382,1180,America/Los_Angeles,2,1840019352
North Charleston,North Charleston,SC,South Carolina,Charleston,32.9066,-80.0722,115382,574,America/New_York,2,1840015164
St. Cloud,St. Cloud,MN,Minnesota,Stearns,45.5339,-94.1718,115028.0,660,America/Chicago,2,1840008881
Temecula,Temecula,CA,California,Riverside,33.4928,-117.1315,114761,1188,America/Los_Angeles,2,1840021937
Clovis,Clovis,CA,California,Fresno,36.8278,-119.6831,114584,1741,America/Los_Angeles,2,1840018944
Meridian,Meridian,ID,Idaho,Ada,43.6112,-116.3968,114161,1297,America/Boise,2,1840020046
Brandon,Brandon,FL,Florida,Hillsborough,27.9367,-82.3000,113279,1319,America/New_York,2,1840073495
Westminster,Westminster,CO,Colorado,Adams,39.8837,-105.0624,113166,1383,America/Denver,2,1840021423
Costa Mesa,Costa Mesa,CA,California,Orange,33.6667,-117.9135,113003,2762,America/Los_Angeles,2,1840019326
Monroe,Monroe,LA,Louisiana,Ouachita,32.5183,-92.0774,112891.0,623,America/Chicago,2,1840014881
Utica,Utica,NY,New York,Oneida,43.0961,-75.2260,112650.0,1376,America/New_York,2,1840002746
Pompano Beach,Pompano Beach,FL,Florida,Broward,26.2428,-80.1312,112118,1802,America/New_York,2,1840015143
West Palm Beach,West Palm Beach,FL,Florida,Palm Beach,26.7468,-80.1316,111955,803,America/New_York,2,1840015993
Waterloo,Waterloo,IA,Iowa,Black Hawk,42.4920,-92.3522,111631.0,423,America/Chicago,2,1840000440
Everett,Everett,WA,Washington,Snohomish,47.9525,-122.1669,111475,1296,America/Los_Angeles,2,1840019785
El Centro,El Centro,CA,California,Imperial,32.7867,-115.5586,111425.0,1478,America/Los_Angeles,2,1840020630
Santa Fe,Santa Fe,NM,New Mexico,Santa Fe,35.6619,-105.9819,111269.0,625,America/Denver,2,1840021707
Downey,Downey,CA,California,Los Angeles,33.9379,-118.1312,111126,3457,America/Los_Angeles,2,1840019245
Lowell,Lowell,MA,Massachusetts,Middlesex,42.6389,-71.3217,110997,3149,America/New_York,2,1840000426
Centennial,Centennial,CO,Colorado,Arapahoe,39.5926,-104.8674,110937,1448,America/Denver,2,1840018792
Elgin,Elgin,IL,Illinois,Kane,42.0385,-88.3229,110849,1141,America/Chicago,2,1840008134
Richmond,Richmond,CA,California,Contra Costa,37.9477,-122.3390,110567,1420,America/Los_Angeles,2,1840020277
Broken Arrow,Broken Arrow,OK,Oklahoma,Tulsa,36.0365,-95.7809,110198,688,America/Chicago,2,1840019059
Miami Gardens,Miami Gardens,FL,Florida,Miami-Dade,25.9433,-80.2426,110001,2329,America/New_York,2,1840015151
The Woodlands,The Woodlands,TX,Texas,Montgomery,30.1738,-95.5134,109843,981,America/Chicago,2,1840019585
Bend,Bend,OR,Oregon,Deschutes,44.0562,-121.3087,109802.0,1171,America/Los_Angeles,2,1840018618
Burlington,Burlington,VT,Vermont,Chittenden,44.4877,-73.2314,109763.0,1604,America/New_York,2,1840002310
Jurupa Valley,Jurupa Valley,CA,California,Riverside,34.0010,-117.4705,109527,984,America/Los_Angeles,2,1840043419
Sandy Springs,Sandy Springs,GA,Georgia,Fulton,33.9366,-84.3703,109452,1122,America/New_York,2,1840015609
Gresham,Gresham,OR,Oregon,Multnomah,45.5023,-122.4413,109381,1808,America/Los_Angeles,2,1840019939
Lewisville,Lewisville,TX,Texas,Denton,33.0452,-96.9823,109212,1148,America/Chicago,2,1840020639
Hillsboro,Hillsboro,OR,Oregon,Washington,45.5272,-122.9361,109128,1640,America/Los_Angeles,2,1840019932
San Buenaventura,San Buenaventura,CA,California,Ventura,34.2741,-119.2314,109106,1925,America/Los_Angeles,2,1840037414
Jacksonville,Jacksonville,NC,North Carolina,Onslow,34.7288,-77.3941,108856.0,574,America/New_York,2,1840014653
Pottstown,Pottstown,PA,Pennsylvania,Montgomery,40.2507,-75.6444,108758.0,1798,America/New_York,2,1840001373
Inglewood,Inglewood,CA,California,Los Angeles,33.9566,-118.3444,108151,4604,America/Los_Angeles,2,1840019237
Spring Hill,Spring Hill,FL,Florida,Hernando,28.4797,-82.5300,107855,695,America/New_York,2,1840079045
League City,League City,TX,Texas,Galveston,29.4873,-95.1087,107536,809,America/Chicago,2,1840020973
Eau Claire,Eau Claire,WI,Wisconsin,Eau Claire,44.8199,-91.4949,107404.0,812,America/Chicago,2,1840002296
Turlock,Turlock,CA,California,Stanislaus,37.5053,-120.8588,107317.0,1679,America/Los_Angeles,2,1840021533
Temple,Temple,TX,Texas,Bell,31.1076,-97.3894,107258.0,429,America/Chicago,2,1840022154
Sioux City,Sioux City,IA,Iowa,Woodbury,42.4959,-96.3901,106455.0,545,America/Chicago,2,1840000447
Salisbury,Salisbury,MD,Maryland,Wicomico,38.3756,-75.5867,106447.0,927,America/New_York,2,1840006219
Davie,Davie,FL,Florida,Broward,26.0789,-80.2870,106306,1175,America/New_York,2,1840017272
Daly City,Daly City,CA,California,San Mateo,37.6862,-122.4685,106280,5370,America/Los_Angeles,2,1840018926
Allen,Allen,TX,Texas,Collin,33.1088,-96.6735,105623,1544,America/Chicago,2,1840019396
Highlands Ranch,Highlands Ranch,CO,Colorado,Douglas,39.5419,-104.9708,105147,1672,America/Denver,2,1840003157
West Covina,West Covina,CA,California,Los Angeles,34.0555,-117.9112,105101,2529,America/Los_Angeles,2,1840021876
